MedInc,HouseAge,AveRooms
3.8,46.0,5.659025787965616
3.7585,19.0,5.112877583465819
2.0885,35.0,4.812064965197216
2.4006,24.0,5.700507614213198
3.925,14.0,4.874493927125506
3.1711,35.0,6.147388059701493
3.125,30.0,4.3977272727272725
3.7031,17.0,5.945619335347432
1.4792,37.0,4.414965986394558
2.8071,14.0,6.011834319526627
6.0238,23.0,4.910714285714286
6.1049,35.0,6.757575757575758
2.8942,26.0,4.718181818181818
5.7676,16.0,6.397932816537468
2.8298,37.0,5.3497267759562845
6.5858,32.0,6.086956521739131
3.2222,44.0,4.343669250645995
4.8419,15.0,6.112259970457902
3.008,7.0,3.854619565217391
4.6125,16.0,6.109090909090909
5.9401,34.0,6.226950354609929
4.0333,16.0,14.671328671328672
5.0733,9.0,5.920388349514563
4.4881,36.0,5.759776536312849
2.7054,39.0,2.302919708029197
3.5268,22.0,4.493197278911564
3.4299,28.0,5.030120481927711
3.3687,45.0,5.594174757281554
2.2429,15.0,5.539156626506024
0.536,46.0,9.0
7.494,22.0,7.6008359456635315
2.1036,42.0,5.059859154929577
2.3304,26.0,1.824719101123596
1.998,27.0,21.80565371024735
4.625,25.0,6.554716981132075
2.7969,18.0,6.3352272727272725
6.2037,32.0,5.345132743362832
5.5601,36.0,5.673708920187793
2.9511,42.0,5.404907975460123
5.5,33.0,6.225563909774436
2.8929,19.0,5.816199376947041
2.8621,31.0,4.225108225108225
5.6965,25.0,6.144244105409154
5.0976,34.0,4.325997248968363
2.4,25.0,3.520225776105362
2.033,16.0,3.705211726384365
2.0,10.0,3.911392405063291
4.2028,38.0,5.544747081712062
4.9821,21.0,4.487567567567568
3.6786,27.0,5.929078014184397
4.7426,36.0,4.5770750988142295
4.9271,21.0,5.111711711711712
5.1641,33.0,6.191869918699187
2.3,10.0,5.774223034734918
4.1042,36.0,5.822085889570552
0.9614,28.0,5.3
5.5631,4.0,5.486666666666666
8.9616,47.0,7.061371841155235
3.892,33.0,4.601423487544484
5.1354,26.0,6.924623115577889
7.3356,38.0,5.894904458598727
1.9952,36.0,4.708502024291498
3.2917,42.0,8.062893081761006
4.8958,30.0,6.594202898550725
6.0302,52.0,5.8203125
2.3704,38.0,4.08235294117647
2.1638,39.0,3.776349614395887
3.0977,24.0,4.276084949215143
2.293,29.0,4.593167701863354
2.9417,17.0,4.751644736842105
2.8711,48.0,4.419700214132762
5.3243,29.0,6.237864077669903
2.9453,26.0,5.411904761904762
2.6722,32.0,5.339189189189189
3.4167,36.0,5.19634703196347
10.3329,22.0,7.898395721925134
5.3681,26.0,6.048421052631579
1.7756,19.0,5.009708737864078
2.5234,40.0,5.245098039215686
0.8991,42.0,4.689922480620155
2.0,32.0,3.741333333333333
4.6953,18.0,7.051851851851852
3.1364,30.0,6.837378640776699
5.7881,28.0,6.068292682926829
2.1574,35.0,4.729765013054831
2.4135,36.0,5.364795918367347
8.4721,28.0,9.505154639175258
5.9547,18.0,6.5473251028806585
3.5625,8.0,5.44017094017094
6.0296,7.0,7.003424657534247
3.4231,6.0,4.711428571428572
5.7764,18.0,5.770011947431303
4.9148,16.0,5.4702093397745575
5.2662,16.0,5.869337979094077
3.1832,9.0,6.288461538461538
3.7614,52.0,5.440217391304348
5.2323,22.0,6.704419889502763
3.8083,41.0,4.618834080717488
4.1429,52.0,5.377155172413793
4.0057,38.0,5.366935483870968
11.075,38.0,7.204678362573099
2.8056,32.0,3.512019230769231
4.1779,3.0,7.461873638344227
4.6484,25.0,4.813211845102506
4.6833,17.0,6.077961019490255
3.5915,21.0,4.580912863070539
3.2599,47.0,4.750825082508251
4.925,22.0,6.730831973898858
4.0,24.0,4.848066298342541
3.8571,9.0,4.7669172932330826
5.409,16.0,8.151960784313726
1.7958,17.0,4.146449704142012
2.065,23.0,4.80349344978166
5.3254,32.0,5.786259541984733
1.3222,31.0,3.842880523731588
1.6943,31.0,3.8689591078066914
3.4821,34.0,4.577696526508227
5.7382,17.0,6.444043321299639
1.8325,25.0,4.279220779220779
3.5125,38.0,4.445972495088409
4.1742,17.0,5.082224909310762
3.9219,38.0,4.77020202020202
3.7174,4.0,3.56793893129771
1.6652,48.0,4.767379679144385
3.5774,14.0,5.409185803757829
3.3371,36.0,4.96697247706422
2.4263,32.0,3.25207756232687
2.4531,52.0,3.6198630136986303
3.1771,17.0,6.380658436213992
4.5317,26.0,6.135399673735726
2.5172,31.0,4.895774647887324
2.4722,23.0,5.430703624733476
4.3409,39.0,5.152238805970149
4.1483,25.0,5.678420310296191
2.025,33.0,3.432098765432099
2.8239,43.0,3.6381909547738696
15.0001,46.0,8.365591397849462
3.3977,45.0,4.672535211267606
6.0634,15.0,5.935275080906149
3.7014,24.0,5.493408662900189
1.475,45.0,3.3065693430656933
3.2546,16.0,4.045725646123261
5.0029,26.0,5.72626931567329
4.25,39.0,5.925764192139738
2.4196,34.0,3.520208604954368
3.6445,17.0,5.84
2.8553,52.0,4.664652567975831
2.875,17.0,5.48661800486618
1.6111,52.0,4.804878048780488
4.0781,26.0,6.367924528301887
2.7857,11.0,4.851380042462845
3.5486,4.0,6.208333333333333
5.2088,52.0,5.76008064516129
3.4551,18.0,5.438799076212471
4.2045,30.0,5.61271676300578
4.1603,17.0,4.3907284768211925
5.6494,34.0,6.131645569620253
3.125,39.0,4.380281690140845
3.5556,33.0,4.951859956236324
6.075,26.0,6.541984732824427
2.9213,52.0,4.837962962962963
3.7794,39.0,4.08550185873606
6.0889,22.0,6.494103773584905
6.8553,33.0,6.760695187165775
2.5804,34.0,5.390029325513196
3.6359,33.0,5.728194726166328
2.125,6.0,5.904761904761905
5.0206,8.0,6.5
10.7237,21.0,8.837606837606838
5.4659,33.0,5.592592592592593
2.9293,38.0,4.3344120819848975
4.3962,11.0,7.306581059390048
2.175,47.0,4.373271889400922
2.125,45.0,6.213235294117647
6.2838,34.0,6.948717948717949
4.7019,14.0,6.466409266409267
2.48,20.0,4.6453900709219855
2.9542,15.0,6.074581430745814
3.4609,29.0,4.507886435331231
9.4356,8.0,6.5588235294117645
5.6169,35.0,5.308139534883721
4.7361,50.0,5.539393939393939
2.875,17.0,4.821276595744681
1.8972,17.0,4.382830626450116
3.9722,17.0,20.90078328981724
5.6152,38.0,5.989510489510489
1.8654,38.0,4.990074441687345
2.8226,17.0,5.190066857688635
2.7437,18.0,5.535776614310646
5.0232,30.0,6.2685589519650655
4.1957,11.0,5.569587628865979
2.121,45.0,3.4336
4.5673,26.0,6.294964028776978
2.5603,52.0,3.608235294117647
5.1718,31.0,5.676416819012797
2.125,26.0,37.06349206349206
3.369,25.0,4.610512129380054
2.2721,40.0,4.62890625
3.7857,39.0,5.66350710900474
6.6176,18.0,6.464379947229552
4.2768,21.0,5.487870619946092
5.8171,4.0,7.220479704797048
2.75,27.0,3.4122340425531914
6.3967,36.0,6.666666666666667
3.1972,20.0,3.5460122699386503
9.267,33.0,7.741602067183463
3.016,35.0,5.328712871287129
3.7049,34.0,5.366355140186916
3.1812,22.0,4.346590909090909
4.0938,29.0,5.721973094170403
3.3188,32.0,6.420704845814978
2.5211,46.0,3.684793554884189
3.2649,17.0,3.835221421215242
4.4375,16.0,6.126353790613718
1.5417,51.0,2.7005988023952097
2.2625,48.0,4.427038626609442
4.2214,14.0,5.933689839572192
3.1597,30.0,6.097777777777778
4.45,37.0,5.659949622166247
3.6071,43.0,5.342741935483871
1.0227,8.0,2.3288201160541586
1.125,52.0,5.333333333333333
3.8292,21.0,5.763527054108216
7.7201,21.0,7.75375
2.5902,17.0,4.307913669064749
2.9292,33.0,4.066666666666666
4.9833,32.0,6.461077844311378
6.6632,29.0,6.372159090909091
5.7778,41.0,5.274398868458275
6.2384,25.0,6.656200941915228
7.2893,32.0,6.009779951100245
2.375,52.0,4.289719626168225
4.8036,20.0,5.37
4.3899,33.0,4.8121546961325965
2.0161,11.0,3.82312925170068
2.5,23.0,5.724452554744525
3.9688,17.0,5.163934426229508
2.5685,26.0,4.517777777777778
2.8409,36.0,4.901694915254238
6.2513,14.0,6.244623655913978
2.483,44.0,3.7142857142857135
3.6974,10.0,4.348530901722391
6.2182,30.0,5.982248520710059
3.9696,44.0,4.693396226415095
3.6292,36.0,4.583333333333333
4.0357,30.0,4.897097625329815
1.8316,40.0,3.783387622149837
4.2727,47.0,4.612648221343873
3.1696,13.0,5.079365079365079
1.2292,36.0,4.833333333333333
3.1513,35.0,4.756207674943567
4.75,37.0,5.235632183908046
4.1656,37.0,6.325367647058823
3.2311,34.0,5.281012658227848
6.1953,39.0,6.90952380952381
5.6356,33.0,5.660899653979238
2.0893,21.0,4.836734693877551
1.5195,42.0,2.3997539975399755
2.1818,46.0,5.511784511784512
2.6193,28.0,4.238636363636363
2.6818,35.0,4.38801261829653
3.0369,32.0,3.4553752535496955
3.1406,40.0,4.341145833333333
2.0972,52.0,3.149812734082397
3.3056,46.0,5.111111111111111
5.2088,28.0,6.701357466063349
3.6875,37.0,4.158249158249158
3.1483,26.0,3.947867298578199
4.2578,22.0,5.2865013774104685
2.543,46.0,4.477037037037037
3.1583,34.0,4.832075471698113
5.9522,26.0,6.196521739130435
5.5,16.0,6.691460055096419
3.0602,29.0,6.246212121212121
2.1055,52.0,5.178494623655914
5.2864,15.0,4.692771084337349
3.8837,32.0,5.559718969555036
3.7059,33.0,3.5285714285714285
2.8964,25.0,4.848101265822785
3.1729,45.0,5.2196428571428575
3.5887,44.0,5.26378896882494
1.8245,22.0,4.401079136690647
2.6386,38.0,3.371698113207547
2.6442,47.0,3.6709401709401694
0.8641,37.0,4.074712643678161
2.888,50.0,5.105812220566319
4.5278,32.0,6.133587786259542
6.8406,41.0,7.394052044609666
4.8456,35.0,5.968036529680365
1.6321,20.0,3.376689189189189
3.125,40.0,5.873267326732673
2.6944,36.0,5.333333333333333
7.3719,22.0,7.104591836734694
2.4583,50.0,4.667377398720682
10.2311,31.0,8.24083769633508
5.8722,34.0,5.734939759036145
4.2538,13.0,5.133645955451348
1.5203,27.0,4.65311004784689
2.6316,34.0,5.4120603015075375
3.6693,28.0,5.088028169014085
2.3929,30.0,3.0
2.8421,25.0,3.747292418772563
2.9709,44.0,4.234610917537747
3.6354,22.0,4.235294117647059
1.8156,40.0,2.500408830744072
3.275,52.0,8.357827476038338
4.5,24.0,5.6282306163021865
5.6147,16.0,7.411111111111111
2.7885,46.0,5.103092783505154
6.1872,19.0,7.415686274509804
2.0208,43.0,3.2962962962962963
4.4292,17.0,4.950965824665676
2.1602,31.0,3.0842391304347827
1.24,24.0,2.967984934086629
2.3333,42.0,4.931924882629108
6.3314,27.0,6.490998363338789
3.65,15.0,4.679577464788732
5.1136,44.0,2.883116883116883
2.8472,27.0,12.32
1.6786,36.0,4.076923076923077
3.7411,45.0,4.911392405063292
3.1906,34.0,6.016181229773463
1.975,19.0,3.725
2.96,19.0,5.0701754385964914
4.2454,33.0,4.604206500956023
3.6765,42.0,4.3604651162790695
2.6292,47.0,3.693140794223827
4.2333,32.0,4.666666666666667
1.6146,39.0,5.056034482758621
7.7569,6.0,7.972727272727273
4.6727,5.0,5.395330739299611
2.5313,36.0,6.261904761904762
3.3669,29.0,4.589877835951135
7.6877,21.0,8.279737489745694
3.311,17.0,5.4174174174174174
3.1406,48.0,4.625
3.7949,13.0,5.832258064516129
2.8039,21.0,3.984918307498953
3.7679,10.0,5.313725490196078
2.6179,35.0,2.96900826446281
5.0285,8.0,6.66371158392435
2.3942,32.0,4.89748201438849
3.3292,31.0,4.682203389830509
5.2523,7.0,6.335913312693498
4.275,26.0,6.028117359413203
1.9483,50.0,4.413854351687389
2.5521,21.0,4.790291262135923
4.2471,4.0,5.816950633464395
5.0323,30.0,6.295264623955432
4.1212,52.0,5.520161290322581
2.3261,20.0,3.412621359223301
1.8696,23.0,5.4278606965174125
4.2596,36.0,5.368715083798882
2.316,35.0,4.100467289719626
1.8444,20.0,5.059850374064838
2.2991,44.0,4.209302325581396
6.1642,13.0,6.541353383458647
3.6154,5.0,4.193548387096774
4.9375,35.0,5.342857142857143
3.7566,32.0,5.453389830508475
3.5083,14.0,4.242957746478873
3.1359,27.0,4.925566343042071
2.6964,47.0,3.493377483443709
3.52,23.0,4.698216735253772
3.3205,5.0,3.908896797153025
4.3173,32.0,5.850948509485095
5.0092,24.0,6.487804878048781
4.5417,25.0,5.065868263473054
1.9955,50.0,5.101010101010101
4.0187,11.0,4.851581508515815
2.1903,52.0,4.27683615819209
3.0081,5.0,4.699029126213592
2.9583,52.0,5.2727272727272725
2.1781,32.0,3.4900763358778626
6.2299,39.0,5.2368421052631575
7.1088,33.0,6.98061224489796
3.7545,52.0,5.242774566473988
1.6389,29.0,4.573122529644269
5.0224,52.0,5.064327485380117
4.5083,42.0,5.64
2.4333,38.0,4.983050847457627
2.5374,11.0,5.828267477203648
2.0802,22.0,5.577681874229347
3.7462,15.0,4.900313971742543
4.8854,30.0,5.280632411067193
6.46,36.0,5.59581881533101
3.9531,17.0,4.411526794742164
5.4359,33.0,5.326869806094183
3.4167,23.0,5.433915211970075
3.6964,47.0,4.117249154453213
3.1719,34.0,4.883408071748879
2.8452,24.0,6.096698113207547
3.6437,17.0,5.158730158730159
6.7587,18.0,8.470108695652174
6.9133,8.0,5.976470588235294
9.532,50.0,7.114427860696518
2.0804,42.0,4.294117647058823
2.0139,17.0,3.642523364485981
4.6607,4.0,5.012295081967213
6.5138,16.0,8.127098321342926
6.4958,37.0,6.872164948453608
3.9167,20.0,4.331683168316832
1.8158,33.0,5.690721649484536
4.1797,25.0,4.786407766990291
2.794,15.0,4.855824682814302
2.34,34.0,4.178282009724473
3.6429,52.0,5.157894736842105
3.045,36.0,5.140298507462687
1.8939,28.0,5.711640211640212
3.0917,48.0,4.939102564102564
4.1544,35.0,5.58457711442786
4.0391,52.0,6.243902439024391
2.0441,33.0,5.983758700696056
4.0129,17.0,4.059233449477352
5.0292,18.0,6.439421338155515
2.6098,52.0,4.5989010989010985
5.0956,21.0,5.808917197452229
5.1909,24.0,5.949206349206349
3.4769,50.0,5.0703125
2.375,12.0,4.606914212548015
2.1979,52.0,4.804444444444444
2.5388,15.0,3.887173396674585
2.9803,30.0,4.8478260869565215
2.0968,23.0,2.853881278538813
2.425,17.0,5.48575712143928
5.8408,52.0,5.411764705882353
1.9073,29.0,5.635593220338983
5.4508,14.0,5.964114832535885
4.6458,46.0,5.759336099585062
3.7831,38.0,5.595394736842105
5.3244,28.0,5.197513812154696
2.4219,46.0,3.5641025641025643
4.4609,15.0,6.129496402877698
2.25,33.0,4.924433249370277
6.0573,24.0,5.261956521739131
1.2841,43.0,4.644230769230769
2.45,41.0,3.5365853658536586
2.4663,39.0,4.22020725388601
5.5954,27.0,6.401084010840108
3.3095,36.0,5.473118279569892
3.4559,47.0,6.148550724637682
2.9545,47.0,4.195833333333334
1.4891,41.0,4.551851851851852
3.512,16.0,3.762287334593573
3.65,10.0,5.502092050209205
3.052,17.0,3.355781448538755
4.1312,35.0,5.882352941176471
2.8631,20.0,4.401209677419355
4.2026,24.0,5.617543859649123
3.1094,14.0,5.869565217391305
3.3068,52.0,4.801204819277109
4.0791,11.0,5.878902045209904
2.425,28.0,4.174025974025974
2.7708,33.0,4.316037735849057
3.975,52.0,3.731006160164271
3.9508,6.0,5.8731884057971016
3.0134,41.0,3.9130434782608696
1.5086,12.0,3.983651226158038
2.7891,40.0,5.71830985915493
3.3281,40.0,5.847908745247148
5.4939,20.0,6.215815485996705
1.8466,43.0,4.701807228915663
3.8125,38.0,5.758720930232558
4.74,42.0,5.105540897097625
3.2222,41.0,3.268292682926829
4.9671,24.0,4.188725490196078
6.9326,6.0,7.314775160599572
4.8523,36.0,5.620087336244541
3.0723,6.0,6.269858541893362
2.898,43.0,5.020661157024794
4.2381,11.0,11.402898550724638
2.1731,29.0,5.086956521739131
5.0862,2.0,9.080459770114942
3.8281,3.0,7.980769230769231
4.0515,26.0,5.291845493562231
3.1857,24.0,4.90249433106576
6.5617,30.0,7.200367647058823
3.4506,10.0,5.356715141146279
4.1339,35.0,4.780621572212066
3.3542,38.0,3.7884615384615374
4.3429,33.0,5.4012066365007545
3.0057,22.0,6.751461988304094
3.5536,35.0,6.098360655737705
4.8717,27.0,7.032454361054767
2.9812,22.0,4.8955696202531644
5.1265,40.0,6.498194945848375
2.3125,15.0,5.9010989010989015
3.3125,9.0,16.541284403669724
3.8235,47.0,5.896713615023474
2.0625,37.0,24.669117647058822
3.8162,36.0,5.274406332453826
6.6178,44.0,6.83955223880597
5.2129,34.0,5.937190082644628
6.357,4.0,6.114372469635628
2.4375,27.0,3.16505955757232
8.6088,16.0,8.776744186046512
1.608,39.0,4.181547619047619
4.2411,27.0,6.436708860759493
4.5547,10.0,6.28
2.8333,32.0,3.836676217765043
6.0441,35.0,6.633507853403142
2.2258,25.0,3.581589958158996
3.5912,52.0,4.657407407407407
1.9797,22.0,2.8020050125313283
4.5208,33.0,5.510548523206751
5.6205,19.0,7.232300884955753
3.7784,25.0,5.928571428571429
3.8906,46.0,5.426923076923077
2.9444,52.0,3.484848484848485
3.1477,52.0,5.58869395711501
6.5078,45.0,6.515570934256055
5.8311,37.0,5.8844537815126055
1.942,31.0,4.3116057233704295
2.625,36.0,2.857142857142857
6.2742,20.0,7.055813953488372
2.6786,45.0,3.4833333333333334
3.6125,15.0,5.917808219178082
4.0231,31.0,4.003322259136213
5.4607,28.0,6.122913505311077
3.0729,23.0,4.866766467065868
3.0519,30.0,3.675414364640884
4.1098,14.0,5.940279542566709
2.2976,25.0,4.976923076923077
3.0694,44.0,5.385852090032154
3.8162,18.0,5.2247557003257326
3.2813,10.0,6.030927835051546
6.2556,25.0,7.678111587982832
3.1667,17.0,4.886904761904762
3.1719,14.0,4.590782122905028
1.4524,42.0,3.5231316725978647
3.9408,34.0,4.402035623409669
3.8125,9.0,7.130909090909091
3.7708,26.0,13.603004291845494
3.1779,17.0,4.787356321839081
4.2135,36.0,5.886363636363637
3.0962,35.0,5.200980392156863
2.3599,36.0,4.771971496437055
4.6875,36.0,5.108504398826979
2.7148,42.0,4.222052067381317
2.1637,46.0,2.005701254275941
3.5703,43.0,4.721875
3.0625,24.0,4.305084745762712
2.0893,41.0,3.369565217391304
2.1182,34.0,4.409638554216867
3.9559,42.0,4.6528662420382165
9.0243,14.0,7.876106194690266
2.3565,11.0,5.335802469135802
6.3639,10.0,6.658385093167702
3.725,35.0,4.114285714285714
2.865,38.0,4.55614973262032
2.8333,37.0,5.561320754716981
2.3194,20.0,5.778145695364239
3.375,16.0,4.576961271102284
1.7196,21.0,5.275280898876405
3.2425,45.0,4.678474114441417
7.5822,14.0,7.546419098143236
2.3935,14.0,4.762195121951219
8.5294,35.0,8.186507936507937
3.6023,37.0,4.2629969418960245
5.8123,29.0,6.404517453798768
2.6154,44.0,5.156498673740053
2.1461,11.0,4.112630732099759
1.2012,27.0,4.322857142857143
4.6875,33.0,6.924242424242424
3.0222,17.0,4.576470588235294
5.2035,40.0,5.83955223880597
1.5273,46.0,4.764065335753176
5.8596,37.0,6.7936507936507935
6.8132,4.0,6.359838274932614
6.194,27.0,6.813218390804598
4.0795,39.0,3.5185185185185186
2.9844,28.0,5.586510263929619
2.1518,35.0,3.303030303030303
1.625,38.0,4.616766467065868
8.2934,34.0,7.006688963210703
3.6451,32.0,3.748527679623086
3.87,26.0,4.151923076923077
3.017,52.0,4.977777777777778
5.1412,18.0,6.429672447013488
2.0781,41.0,4.7981220657277
3.1838,27.0,5.061959654178675
5.0787,45.0,5.790625
3.2338,34.0,5.177570093457944
3.8625,52.0,8.758620689655173
1.165,27.0,5.670588235294118
3.015,36.0,4.088709677419355
5.0423,25.0,5.85590465872156
8.3646,25.0,8.403940886699507
1.965,23.0,6.058608058608058
4.3611,44.0,5.166253101736973
10.06,22.0,7.985200845665962
3.3567,8.0,5.367123287671233
3.3844,52.0,5.6900452488687785
2.0372,35.0,3.4449838187702264
2.7019,22.0,5.5109375
5.2642,5.0,4.709163346613546
4.0556,38.0,6.408695652173913
6.0516,29.0,6.9581395348837205
3.35,18.0,5.7106382978723405
2.5562,43.0,6.072463768115942
2.6573,29.0,3.4511278195488724
2.6729,22.0,4.037433155080214
4.1577,24.0,4.484593837535014
4.2639,31.0,5.688770999115826
2.894,52.0,4.157894736842105
3.7361,19.0,5.03416149068323
4.7143,17.0,6.466666666666667
1.7824,26.0,4.154373927958834
3.1719,43.0,5.36376404494382
2.8974,26.0,3.9512670565302144
3.7614,31.0,4.145945945945946
4.7143,14.0,5.757575757575758
3.4198,27.0,3.44804318488529
5.0594,41.0,5.851985559566787
3.5341,42.0,4.233766233766234
2.3147,18.0,4.626865671641791
7.6771,52.0,6.3951219512195125
4.8667,34.0,5.712418300653595
3.375,25.0,4.194174757281553
3.2539,25.0,5.226788432267885
7.5,9.0,6.852631578947369
5.7097,15.0,4.357142857142857
2.0882,20.0,5.965517241379311
5.8625,8.0,6.724310776942356
1.577,51.0,4.813765182186235
1.8088,35.0,5.609467455621302
4.15,19.0,6.180451127819549
4.1389,19.0,4.47872340425532
10.0707,22.0,7.906818181818182
1.75,35.0,3.82798833819242
2.4414,52.0,2.900293255131965
4.4583,18.0,4.918309859154929
3.3269,15.0,5.265107212475634
5.0155,19.0,5.468208092485549
5.8752,20.0,6.157667386609071
2.5399,26.0,4.253592561284869
3.6875,11.0,5.486486486486487
5.8252,7.0,5.144414168937329
11.7894,45.0,7.4
3.434,17.0,5.352941176470588
4.4083,41.0,4.311546840958606
3.7011,34.0,4.637931034482759
6.7867,17.0,6.6292335115864525
3.8992,5.0,7.678861788617886
2.525,26.0,3.3160377358490565
1.1793,32.0,4.494818652849741
0.9589,47.0,3.1724137931034484
3.319,32.0,5.265033407572383
1.6652,34.0,3.8755244755244753
3.2147,7.0,5.398239823982398
4.9615,52.0,5.98984771573604
7.4351,18.0,8.44836956521739
2.3934,33.0,5.259740259740259
4.5033,21.0,5.258097165991903
1.9688,28.0,3.3271604938271606
3.6181,34.0,6.446902654867257
5.7128,24.0,5.307038834951456
3.1884,25.0,5.188630490956072
6.5095,38.0,6.080882352941177
4.5278,35.0,4.283676703645008
2.1571,47.0,4.446428571428571
2.7955,36.0,3.672972972972973
3.875,32.0,6.52808988764045
5.0679,30.0,6.18849840255591
2.7535,24.0,3.2184412733260155
4.0329,16.0,5.8275
4.7515,18.0,5.260416666666667
1.4194,10.0,4.108860759493671
3.375,10.0,5.975138121546961
2.4964,32.0,5.79020979020979
2.5262,21.0,3.0216216216216214
6.3249,15.0,6.869070208728653
1.3657,50.0,3.9583333333333335
1.7292,33.0,4.513677811550152
12.5381,29.0,6.888888888888889
2.2197,33.0,4.325
5.3131,36.0,5.56734693877551
1.7267,19.0,6.096605744125326
2.2,42.0,3.22
3.2929,27.0,5.068711656441717
1.7432,30.0,4.120448179271708
3.35,25.0,4.121468926553672
2.1434,42.0,6.631818181818182
2.7411,14.0,4.285714285714286
5.6716,15.0,6.286050156739812
3.4836,27.0,3.5549412577747064
4.225,12.0,9.979166666666666
5.4031,4.0,5.445977011494253
2.7652,19.0,4.031775700934579
6.2047,16.0,6.55625
3.2589,9.0,11.458507963118189
5.1269,6.0,4.973083197389886
3.556,52.0,4.342105263157895
1.3708,8.0,3.88957055214724
2.3,42.0,5.285266457680251
2.2981,46.0,4.584686774941996
4.3897,3.0,5.584053794428434
3.5385,24.0,4.705483672211953
3.9565,48.0,4.953703703703703
4.0208,43.0,5.949197860962567
3.3239,9.0,5.610955056179775
3.6016,36.0,4.213235294117647
3.0864,29.0,6.16751269035533
4.3427,15.0,6.969843184559711
7.8772,52.0,8.282548476454293
2.0341,32.0,3.0432432432432432
3.2984,21.0,4.357601713062098
5.9356,14.0,6.688195991091314
5.6437,52.0,5.545774647887324
3.8194,5.0,5.94015748031496
8.9083,15.0,6.947712418300654
3.7885,41.0,3.9672131147540974
3.0625,34.0,3.2142857142857144
5.2285,24.0,5.932710280373832
4.7333,33.0,6.796143250688705
7.0102,23.0,6.242382271468144
5.1271,22.0,6.018867924528302
2.5703,38.0,3.6200980392156863
3.5652,14.0,6.838983050847458
5.798,21.0,6.232558139534884
2.3571,25.0,3.744897959183673
2.2981,52.0,5.867532467532468
4.1862,14.0,4.074695121951219
1.6071,27.0,4.190476190476191
6.1273,26.0,7.0049504950495045
5.2882,25.0,5.987197724039829
4.6806,18.0,4.633802816901408
3.4875,31.0,5.199186991869919
1.6563,16.0,5.125
5.3254,24.0,7.216216216216216
5.5951,30.0,5.920567375886525
4.2875,36.0,4.297520661157025
6.7248,18.0,7.174083769633508
2.1009,16.0,4.499565595134666
3.6333,7.0,4.094545454545455
5.1483,28.0,5.602534562211981
3.6053,35.0,4.510135135135135
2.0074,27.0,4.4
4.0435,9.0,6.922459893048129
2.1974,51.0,4.23489932885906
3.6667,47.0,4.3399602385685885
3.3199,25.0,4.106854838709677
1.3269,18.0,4.012195121951219
6.2631,19.0,7.03690036900369
5.2851,36.0,6.138571428571429
2.2138,47.0,5.3003003003003
5.0186,17.0,5.523715415019763
2.207,21.0,5.781163434903047
5.8243,13.0,5.838420107719928
3.5838,22.0,3.9438559322033897
5.1067,40.0,6.353430353430354
2.4537,20.0,5.508219178082192
3.1944,35.0,6.026315789473684
3.1587,47.0,5.394594594594595
1.6071,44.0,3.8625
2.273,36.0,4.8127272727272725
0.987,52.0,4.328282828282828
2.2679,50.0,5.185667752442996
3.6987,42.0,5.296943231441048
5.4413,8.0,6.795297372060857
5.0131,37.0,4.694779116465863
1.0898,45.0,3.327659574468085
3.6389,28.0,6.0
5.249,52.0,5.904255319148936
5.0175,4.0,5.424050632911392
1.9637,49.0,3.7374701670644392
5.5798,33.0,6.4185733512786
2.525,17.0,3.787430683918669
5.2269,52.0,6.269607843137255
3.6875,38.0,6.753387533875339
2.0455,21.0,5.615384615384615
3.1176,33.0,4.293413173652695
2.619,20.0,4.326347305389222
3.0217,52.0,4.424242424242424
2.0804,34.0,4.24
0.8185,13.0,2.4988713318284423
2.3844,13.0,5.333333333333333
3.6812,52.0,4.848314606741573
4.5179,35.0,6.780487804878049
2.4896,38.0,5.333333333333333
3.0435,40.0,5.009803921568627
4.436,7.0,6.360294117647059
1.6355,31.0,2.338957055214724
2.1437,40.0,3.900763358778626
5.0507,14.0,6.656790123456791
6.9508,18.0,6.906577693040991
6.7115,52.0,5.550819672131148
7.6775,21.0,7.526315789473684
4.8214,12.0,7.207843137254902
1.2275,38.0,4.04679802955665
1.9309,31.0,3.7628205128205128
3.1062,11.0,5.140302613480055
10.959,52.0,7.153310104529616
2.037,42.0,4.497175141242938
2.295,32.0,3.695364238410596
1.7083,44.0,6.839357429718875
1.3971,37.0,4.642857142857143
8.6001,15.0,7.138702460850112
1.0548,31.0,3.054117647058824
4.1675,32.0,5.73492286115007
2.8994,34.0,5.295208655332303
2.7201,52.0,4.939338235294118
2.5694,27.0,3.143769968051118
2.5008,22.0,3.405383360522023
3.375,46.0,4.6875
3.5772,36.0,5.486590038314176
3.2083,43.0,5.038363171355499
3.6563,31.0,5.172839506172839
1.9167,38.0,4.942857142857143
3.7679,39.0,4.517241379310345
4.1071,29.0,4.871254162042176
8.7059,13.0,7.419354838709677
1.5357,52.0,3.879120879120879
1.8446,25.0,4.8359375
3.5982,35.0,5.1976401179941005
4.825,13.0,4.882575757575758
3.569,15.0,5.2100396301188905
6.1274,11.0,6.75
6.7644,19.0,6.825454545454545
4.2768,32.0,5.022304832713755
1.2937,49.0,4.226618705035971
2.6042,29.0,4.138728323699422
3.1563,37.0,5.109965635738831
5.532,47.0,6.345454545454546
2.5208,21.0,4.858247422680412
3.7578,16.0,2.539473684210526
4.9808,42.0,5.424778761061947
9.1373,52.0,7.443478260869565
3.1397,33.0,4.4
4.8365,35.0,5.720634920634921
2.08,30.0,5.140316205533597
